# corpus prefix stripped from every path: /nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/
# F	<file>	<verdict>	<give-up detail>
# C	<file>	<repeat count>	<DTRES-CENSUS line>
F	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	9	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	2	DTRES-CENSUS narrow_sites=0 wide_sites=16 narrow_pairs=0 wide_pairs=120 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=1 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	4	DTRES-CENSUS narrow_sites=134 wide_sites=198 narrow_pairs=3263 wide_pairs=3471 dtres_funcs=12 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=110 ctor_inexact=0 apply_exact=24 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	4	DTRES-CENSUS narrow_sites=150 wide_sites=222 narrow_pairs=4071 wide_pairs=4323 dtres_funcs=12 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=110 ctor_inexact=0 apply_exact=40 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	4	DTRES-CENSUS narrow_sites=158 wide_sites=230 narrow_pairs=4787 wide_pairs=5039 dtres_funcs=12 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=118 ctor_inexact=0 apply_exact=40 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	1	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	2	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=1 wide_pairs=1 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	2	DTRES-CENSUS narrow_sites=4 wide_sites=4 narrow_pairs=6 wide_pairs=6 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=4 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	2	DTRES-CENSUS narrow_sites=5 wide_sites=21 narrow_pairs=10 wide_pairs=130 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=5 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_04_586_1140768.smt_in.smt2	4	DTRES-CENSUS narrow_sites=7 wide_sites=23 narrow_pairs=11 wide_pairs=131 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=6 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_32_280_1173880.smt_in.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream/x2015_09_10_16_49_32_280_1173880.smt_in.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=1 wide_pairs=1 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=1 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream_processor/x2015_09_10_16_46_10_240_1024216.smt_in.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/stream_processor/x2015_09_10_16_46_10_240_1024216.smt_in.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=3 dtres_inexact=0 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=1 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_49_28_452_977911.smt_in.smt2	unsat	none
F	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_49_57_249_1015154.smt_in.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
F	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_50_28_451_1056203.smt_in.smt2	unsat	none
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_50_28_451_1056203.smt_in.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_50_57_950_1094186.smt_in.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_50_57_950_1094186.smt_in.smt2	2	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_50_57_950_1094186.smt_in.smt2	16	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_50_57_950_1094186.smt_in.smt2	2	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/cotree/x2015_09_10_16_50_57_950_1094186.smt_in.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=1 wide_pairs=1 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_51_19_118_1052360.smt_in.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_51_19_118_1052360.smt_in.smt2	61	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_51_19_118_1052360.smt_in.smt2	8	DTRES-CENSUS narrow_sites=16 wide_sites=18 narrow_pairs=1 wide_pairs=2 dtres_funcs=13 dtres_inexact=12 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=12 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_51_19_118_1052360.smt_in.smt2	8	DTRES-CENSUS narrow_sites=17 wide_sites=19 narrow_pairs=3 wide_pairs=4 dtres_funcs=13 dtres_inexact=12 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=13 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_51_19_118_1052360.smt_in.smt2	8	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=1 sym_inexact=1 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_52_13_375_1100659.smt_in.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_52_13_375_1100659.smt_in.smt2	60	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_52_13_375_1100659.smt_in.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_52_13_375_1100659.smt_in.smt2	8	DTRES-CENSUS narrow_sites=10 wide_sites=11 narrow_pairs=3 wide_pairs=3 dtres_funcs=3 dtres_inexact=0 dtres_nondt=0 sym_exact=8 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_52_13_375_1100659.smt_in.smt2	8	DTRES-CENSUS narrow_sites=6 wide_sites=7 narrow_pairs=1 wide_pairs=1 dtres_funcs=3 dtres_inexact=0 dtres_nondt=0 sym_exact=4 sym_inexact=0 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_53_42_109_1180689.smt_in.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_53_42_109_1180689.smt_in.smt2	72	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_53_42_109_1180689.smt_in.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_53_42_109_1180689.smt_in.smt2	2	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/gandl/stern_brocot_tree/x2015_09_10_16_53_42_109_1180689.smt_in.smt2	16	DTRES-CENSUS narrow_sites=2 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1790815.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1790815.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1790815.nun.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=5 narrow_pairs=0 wide_pairs=0 dtres_funcs=3 dtres_inexact=3 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1790815.nun.smt2	12	DTRES-CENSUS narrow_sites=2 wide_sites=7 narrow_pairs=0 wide_pairs=2 dtres_funcs=3 dtres_inexact=3 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1790815.nun.smt2	16	DTRES-CENSUS narrow_sites=5 wide_sites=10 narrow_pairs=4 wide_pairs=6 dtres_funcs=3 dtres_inexact=3 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=3 other=2 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1826202.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1826202.nun.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1826202.nun.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=5 narrow_pairs=0 wide_pairs=0 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1826202.nun.smt2	16	DTRES-CENSUS narrow_sites=6 wide_sites=12 narrow_pairs=6 wide_pairs=9 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=3 other=3 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1910193.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1910193.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1910193.nun.smt2	16	DTRES-CENSUS narrow_sites=12 wide_sites=28 narrow_pairs=15 wide_pairs=34 dtres_funcs=10 dtres_inexact=10 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=9 other=4 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1910193.nun.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku1910193.nun.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=9 narrow_pairs=0 wide_pairs=1 dtres_funcs=7 dtres_inexact=7 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2030378.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2030378.nun.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2030378.nun.smt2	8	DTRES-CENSUS narrow_sites=6 wide_sites=18 narrow_pairs=3 wide_pairs=13 dtres_funcs=7 dtres_inexact=7 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=10 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2030378.nun.smt2	8	DTRES-CENSUS narrow_sites=6 wide_sites=18 narrow_pairs=3 wide_pairs=13 dtres_funcs=7 dtres_inexact=7 dtres_nondt=0 sym_exact=0 sym_inexact=8 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2030378.nun.smt2	4	DTRES-CENSUS narrow_sites=9 wide_sites=27 narrow_pairs=4 wide_pairs=16 dtres_funcs=11 dtres_inexact=11 dtres_nondt=0 sym_exact=0 sym_inexact=14 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2090223.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2090223.nun.smt2	16	DTRES-CENSUS narrow_sites=17 wide_sites=35 narrow_pairs=49 wide_pairs=90 dtres_funcs=6 dtres_inexact=6 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=13 other=7 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2090223.nun.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=12 narrow_pairs=0 wide_pairs=8 dtres_funcs=6 dtres_inexact=6 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2090223.nun.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2137901.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2137901.nun.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=3 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
