# corpus prefix stripped from every path: /nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/
# F	<file>	<verdict>	<give-up detail>
# C	<file>	<repeat count>	<DTARG-CENSUS line>
F	AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_86_39_frame_condition.adb_150_10_loop_invariant_preserv___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is not a free variable (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_86_39_frame_condition.adb_150_10_loop_invariant_preserv___00.smt2	8	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_86_39_frame_condition.adb_150_10_loop_invariant_preserv___00.smt2	8	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=1 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_86_39_frame_condition.adb_150_10_loop_invariant_preserv___00.smt2	4	DTARG-CENSUS pairs=1 dt_result=0 dt_result_inexact=0 args=3 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=3 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__loop_frame_condition__do_loops.adb_112_22_assert___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__loop_frame_condition__do_loops.adb_112_22_assert___00.smt2	32	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/P607-055__for_loops_on_function_calls__for_loop_iterable.adb_42_11_precondition___01.smt2	unsat	none
F	AUFDTLIRA/20200306-Kanig/spark2014bench/P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	2	DTARG-CENSUS pairs=20 dt_result=2 dt_result_inexact=2 args=36 sym_exact=0 sym_inexact=20 ctor_exact=0 ctor_inexact=8 apply_exact=0 apply_inexact=8 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	4	DTARG-CENSUS pairs=4 dt_result=2 dt_result_inexact=2 args=22 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=14 apply_exact=0 apply_inexact=8 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	4	DTARG-CENSUS pairs=41 dt_result=2 dt_result_inexact=2 args=43 sym_exact=0 sym_inexact=26 ctor_exact=0 ctor_inexact=9 apply_exact=0 apply_inexact=8 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	2	DTARG-CENSUS pairs=46 dt_result=2 dt_result_inexact=2 args=50 sym_exact=0 sym_inexact=29 ctor_exact=0 ctor_inexact=11 apply_exact=0 apply_inexact=10 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	4	DTARG-CENSUS pairs=5 dt_result=2 dt_result_inexact=2 args=24 sym_exact=0 sym_inexact=12 ctor_exact=0 ctor_inexact=4 apply_exact=0 apply_inexact=8 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/P720-007__replay__harness.adb_13_19_assert___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is not a free variable (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P720-007__replay__harness.adb_13_19_assert___00.smt2	8	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=2 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P720-007__replay__harness.adb_13_19_assert___00.smt2	2	DTARG-CENSUS pairs=10 dt_result=0 dt_result_inexact=0 args=10 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=10 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P720-007__replay__harness.adb_13_19_assert___00.smt2	2	DTARG-CENSUS pairs=2 dt_result=0 dt_result_inexact=0 args=6 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=6 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P720-007__replay__harness.adb_13_19_assert___00.smt2	4	DTARG-CENSUS pairs=8 dt_result=0 dt_result_inexact=0 args=9 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=9 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/P820-002__protected_out__polyorb_hi-utils.adb_47_33_overflow_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
C	AUFDTLIRA/20200306-Kanig/spark2014bench/P820-002__protected_out__polyorb_hi-utils.adb_47_33_overflow_check___00.smt2	24	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/PA14-032__dic__bounded_strings.adb_8_19_length_check___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is not a free variable (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/PA14-032__dic__bounded_strings.adb_8_19_length_check___00.smt2	12	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=1 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q124-055__no_inlining__array_arith.ads_18_14_postcondition___00.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q328-034__mut_discr__screen_output.adb_70_10_dead_code___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q328-034__mut_discr__screen_output.adb_70_10_dead_code___00.smt2	31	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q424-003__if_expression__string_utilities.adb_17_24_index_check___00.smt2	unsat	none
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q424-003__if_expression__string_utilities.adb_17_24_index_check___00.smt2	3	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q519-015__array_cast__cast_array.ads_10_14_postcondition___00.smt2	unknown	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q525-025__controlling_result__fixed_string.adb_18_11_length_check___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q525-025__controlling_result__fixed_string.adb_18_11_length_check___00.smt2	16	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is not a free variable (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2	8	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=1 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2	4	DTARG-CENSUS pairs=1 dt_result=0 dt_result_inexact=0 args=2 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2	4	DTARG-CENSUS pairs=1 dt_result=0 dt_result_inexact=0 args=3 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=3 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	12	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	4	DTARG-CENSUS pairs=172 dt_result=0 dt_result_inexact=0 args=80 sym_exact=80 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	1	DTARG-CENSUS pairs=254 dt_result=0 dt_result_inexact=0 args=104 sym_exact=104 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	1	DTARG-CENSUS pairs=258 dt_result=0 dt_result_inexact=0 args=88 sym_exact=88 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	1	DTARG-CENSUS pairs=388 dt_result=0 dt_result_inexact=0 args=112 sym_exact=112 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	1	DTARG-CENSUS pairs=436 dt_result=0 dt_result_inexact=0 args=176 sym_exact=176 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	4	DTARG-CENSUS pairs=74 dt_result=0 dt_result_inexact=0 args=56 sym_exact=56 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	1	DTARG-CENSUS pairs=884 dt_result=0 dt_result_inexact=0 args=240 sym_exact=240 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q713-033__loop_unroll__lcp.ads_17_54_overflow_check___00.smt2	unsat	none
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q713-033__loop_unroll__lcp.ads_17_54_overflow_check___00.smt2	1	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q719-013__loop_unroll_dyn__loops_static.adb_41_57_overflow_check___00.smt2	unsat	none
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q912-021__codepeer_by_example__assign_arr_unk.adb_4_18_overflow_check___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q926-040__recursion__recursion.adb_43_32_loop_invariant_init___00.smt2	unsat	none
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q926-040__recursion__recursion.adb_43_32_loop_invariant_init___00.smt2	3	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.adb_191_42_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unsat	none
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.adb_191_42_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	3	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	4	DTARG-CENSUS pairs=2 dt_result=2 dt_result_inexact=1 args=11 sym_exact=0 sym_inexact=5 ctor_exact=2 ctor_inexact=0 apply_exact=1 apply_inexact=3 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	4	DTARG-CENSUS pairs=291 dt_result=2 dt_result_inexact=1 args=58 sym_exact=0 sym_inexact=46 ctor_exact=2 ctor_inexact=0 apply_exact=4 apply_inexact=6 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	8	DTARG-CENSUS pairs=4 dt_result=2 dt_result_inexact=1 args=12 sym_exact=0 sym_inexact=7 ctor_exact=2 ctor_inexact=0 apply_exact=1 apply_inexact=2 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	8	DTARG-CENSUS pairs=5 dt_result=2 dt_result_inexact=1 args=13 sym_exact=0 sym_inexact=7 ctor_exact=2 ctor_inexact=0 apply_exact=1 apply_inexact=3 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	4	DTARG-CENSUS pairs=89 dt_result=2 dt_result_inexact=1 args=34 sym_exact=0 sym_inexact=27 ctor_exact=2 ctor_inexact=0 apply_exact=2 apply_inexact=3 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	2	DTARG-CENSUS pairs=96 dt_result=2 dt_result_inexact=1 args=27 sym_exact=0 sym_inexact=23 ctor_exact=1 ctor_inexact=0 apply_exact=0 apply_inexact=3 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_66_13_bounded_dynamic_strings.ads_5_1_postcondition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_66_13_bounded_dynamic_strings.ads_5_1_postcondition___00.smt2	12	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=2 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__flow_pointers__spark05.adb_55_16_null_pointer_dereference___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__flow_pointers__spark05.adb_55_16_null_pointer_dereference___00.smt2	6	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__flow_pointers__spark05.adb_55_16_null_pointer_dereference___00.smt2	4	DTARG-CENSUS pairs=0 dt_result=1 dt_result_inexact=1 args=2 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__flow_pointers__spark05.adb_55_16_null_pointer_dereference___00.smt2	24	DTARG-CENSUS pairs=0 dt_result=1 dt_result_inexact=1 args=9 sym_exact=0 sym_inexact=0 ctor_exact=8 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	2	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	4	DTARG-CENSUS pairs=0 dt_result=1 dt_result_inexact=1 args=2 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
C	AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	12	DTARG-CENSUS pairs=0 dt_result=1 dt_result_inexact=1 args=9 sym_exact=0 sym_inexact=0 ctor_exact=8 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=0
F	AUFDTLIRA/20200306-Kanig/spark2014bench/R125-020__comparison__longest_common_prefix.adb_11_35_overflow_check___00.smt2	unsat	none
F	AUFDTLIRA/20200306-Kanig/spark2014bench/R226-017__image_attribute__test.adb_8_22_range_check___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/R226-017__image_attribute__test.adb_8_22_range_check___00.smt2	12	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/R419-026__swap_ranges__swap_ranges.adb_16_14_range_check___00.smt2	unsat	none
F	AUFDTLIRA/20200306-Kanig/spark2014bench/R419-026__swap_ranges__swap_ranges.adb_58_26_overflow_check___00.smt2	unsat	none
F	AUFDTLIRA/20200306-Kanig/spark2014bench/R427-050__counterex__competition.adb_10_38_length_check___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/R427-050__counterex__competition.adb_10_38_length_check___00.smt2	12	DTARG-CENSUS pairs=0 dt_result=0 dt_result_inexact=0 args=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=0 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is not a free variable (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	2	DTARG-CENSUS pairs=3 dt_result=0 dt_result_inexact=0 args=5 sym_exact=0 sym_inexact=0 ctor_exact=5 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=1 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTARG-CENSUS pairs=37 dt_result=0 dt_result_inexact=0 args=11 sym_exact=0 sym_inexact=0 ctor_exact=11 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=1 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTARG-CENSUS pairs=47 dt_result=0 dt_result_inexact=0 args=17 sym_exact=0 sym_inexact=0 ctor_exact=17 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=1 ELIGIBLE_B=1
C	AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	8	DTARG-CENSUS pairs=6 dt_result=0 dt_result_inexact=0 args=6 sym_exact=0 sym_inexact=0 ctor_exact=6 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=1 ELIGIBLE_B=1
F	AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_17e539_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is not a free variable (constructors should fold first) (ADR-0022)
C	AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_17e539_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	8	DTARG-CENSUS pairs=1 dt_result=0 dt_result_inexact=0 args=3 sym_exact=0 sym_inexact=0 ctor_exact=3 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE=1 ELIGIBLE_B=1
