path	status	int_symbols	src_nodes	mul_nodes	nonlinear_mul_nodes	max_degree	has_div	has_mod	has_abs	constant_width	max_constant	bound_width	bounded_symbols	unbounded_symbols	width	blast_nodes	blast_mul_nodes	mul_gates	divrem_nodes	divrem_gates	estimate	actual	note
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	sat	743	6474	1631	37	2	false	false	false	18	100002	3	13	730	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	sat	743	6474	1631	37	2	false	false	false	18	100002	3	13	730	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	sat	743	6474	1631	37	2	false	false	false	18	100002	3	13	730	20	20086	3262	26096000	0	0	79144122		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	sat	743	6474	1631	37	2	false	false	false	18	100002	3	13	730	24	20086	3262	37578240	0	0	113755206		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	sat	743	6474	1631	37	2	false	false	false	18	100002	3	13	730	28	20086	3262	51148160	0	0	154629330		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/687.smt2	sat	743	6474	1631	37	2	false	false	false	18	100002	3	13	730	32	20086	3262	66805760	0	0	201766494		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unsat	37	312	72	24	2	false	false	false	6	-30	6	1	36	4								BLAST-ERROR: integer constant -29 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unsat	37	312	72	24	2	false	false	false	6	-30	6	1	36	8	897	144	184320	0	0	568935		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unsat	37	312	72	24	2	false	false	false	6	-30	6	1	36	12	897	144	414720	0	0	1267359		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unsat	37	312	72	24	2	false	false	false	6	-30	6	1	36	16	897	144	737280	0	0	2242263		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unsat	37	312	72	24	2	false	false	false	6	-30	6	1	36	20	897	144	1152000	0	0	3493647		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unsat	37	312	72	24	2	false	false	false	6	-30	6	1	36	24	897	144	1658880	0	0	5021511		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unsat	37	312	72	24	2	false	false	false	6	-30	6	1	36	28	897	144	2257920	0	0	6825855		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unsat	37	312	72	24	2	false	false	false	6	-30	6	1	36	32	897	144	2949120	0	0	8906679		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	sat	248	2552	670	242	2	false	false	false	32	1073741825	3	26	222	4								BLAST-ERROR: integer constant -14 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	sat	248	2552	670	242	2	false	false	false	32	1073741825	3	26	222	8								BLAST-ERROR: integer constant 1073741825 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	sat	248	2552	670	242	2	false	false	false	32	1073741825	3	26	222	12								BLAST-ERROR: integer constant 1073741825 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	sat	248	2552	670	242	2	false	false	false	32	1073741825	3	26	222	16								BLAST-ERROR: integer constant 1073741825 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	sat	248	2552	670	242	2	false	false	false	32	1073741825	3	26	222	20								BLAST-ERROR: integer constant 1073741825 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	sat	248	2552	670	242	2	false	false	false	32	1073741825	3	26	222	24								BLAST-ERROR: integer constant 1073741825 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	sat	248	2552	670	242	2	false	false	false	32	1073741825	3	26	222	28								BLAST-ERROR: integer constant 1073741825 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	sat	248	2552	670	242	2	false	false	false	32	1073741825	3	26	222	32	7089	1340	27443200	0	0	82762788		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	205	2287	573	202	2	false	false	false	17	50001	2	10	195	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	205	2287	573	202	2	false	false	false	17	50001	2	10	195	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	205	2287	573	202	2	false	false	false	17	50001	2	10	195	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	205	2287	573	202	2	false	false	false	17	50001	2	10	195	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	205	2287	573	202	2	false	false	false	17	50001	2	10	195	20	7251	1146	9168000	0	0	27805323		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	205	2287	573	202	2	false	false	false	17	50001	2	10	195	24	7251	1146	13201920	0	0	39964767		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	205	2287	573	202	2	false	false	false	17	50001	2	10	195	28	7251	1146	17969280	0	0	54324531		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	205	2287	573	202	2	false	false	false	17	50001	2	10	195	32	7251	1146	23470080	0	0	70884615		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	395	3652	926	65	2	false	false	false	18	100004	3	19	376	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	395	3652	926	65	2	false	false	false	18	100004	3	19	376	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	395	3652	926	65	2	false	false	false	18	100004	3	19	376	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	395	3652	926	65	2	false	false	false	18	100004	3	19	376	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	395	3652	926	65	2	false	false	false	18	100004	3	19	376	20	11289	1852	14816000	0	0	44923176		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	395	3652	926	65	2	false	false	false	18	100004	3	19	376	24	11289	1852	21335040	0	0	64571448		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	395	3652	926	65	2	false	false	false	18	100004	3	19	376	28	11289	1852	29039360	0	0	87775560		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	sat	395	3652	926	65	2	false	false	false	18	100004	3	19	376	32	11289	1852	37928960	0	0	114535512		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	sat	293	3254	931	447	2	false	false	false	31	-1073741823	3	39	254	4								BLAST-ERROR: integer constant -14 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	sat	293	3254	931	447	2	false	false	false	31	-1073741823	3	39	254	8								BLAST-ERROR: integer constant -1073741823 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	sat	293	3254	931	447	2	false	false	false	31	-1073741823	3	39	254	12								BLAST-ERROR: integer constant -1073741823 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	sat	293	3254	931	447	2	false	false	false	31	-1073741823	3	39	254	16								BLAST-ERROR: integer constant -1073741823 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	sat	293	3254	931	447	2	false	false	false	31	-1073741823	3	39	254	20								BLAST-ERROR: integer constant -1073741823 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	sat	293	3254	931	447	2	false	false	false	31	-1073741823	3	39	254	24								BLAST-ERROR: integer constant -1073741823 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	sat	293	3254	931	447	2	false	false	false	31	-1073741823	3	39	254	28								BLAST-ERROR: integer constant -1073741823 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	sat	293	3254	931	447	2	false	false	false	31	-1073741823	3	39	254	32	9581	1862	38133760	0	0	114994134		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	1397	20480	6661	4776	2	false	false	false	17	50001	2	138	1259	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	1397	20480	6661	4776	2	false	false	false	17	50001	2	138	1259	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	1397	20480	6661	4776	2	false	false	false	17	50001	2	138	1259	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	1397	20480	6661	4776	2	false	false	false	17	50001	2	138	1259	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	1397	20480	6661	4776	2	false	false	false	17	50001	2	138	1259	20	67638	13322	106576000	0	0	322434630		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	1397	20480	6661	4776	2	false	false	false	17	50001	2	138	1259	24	67638	13322	153469440	0	0	463633098		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	1397	20480	6661	4776	2	false	false	false	17	50001	2	138	1259	28	67638	13322	208888960	0	0	630409806		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	1397	20480	6661	4776	2	false	false	false	17	50001	2	138	1259	32	67638	13322	272834560	0	0	822764754		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	190	1639	415	77	2	false	false	false	17	50001	2	5	185	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	190	1639	415	77	2	false	false	false	17	50001	2	5	185	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	190	1639	415	77	2	false	false	false	17	50001	2	5	185	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	190	1639	415	77	2	false	false	false	17	50001	2	5	185	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	190	1639	415	77	2	false	false	false	17	50001	2	5	185	20	4960	830	6640000	0	0	20126169		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	190	1639	415	77	2	false	false	false	17	50001	2	5	185	24	4960	830	9561600	0	0	28930497		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	190	1639	415	77	2	false	false	false	17	50001	2	5	185	28	4960	830	13014400	0	0	39328425		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	190	1639	415	77	2	false	false	false	17	50001	2	5	185	32	4960	830	16998400	0	0	51319953		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	sat	3554	43249	13755	9708	2	false	false	false	17	50001	2	144	3410	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	sat	3554	43249	13755	9708	2	false	false	false	17	50001	2	144	3410	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	sat	3554	43249	13755	9708	2	false	false	false	17	50001	2	144	3410	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	sat	3554	43249	13755	9708	2	false	false	false	17	50001	2	144	3410	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	sat	3554	43249	13755	9708	2	false	false	false	17	50001	2	144	3410	20	137710	27510	220080000	0	0	665733621		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	sat	3554	43249	13755	9708	2	false	false	false	17	50001	2	144	3410	24	137710	27510	316915200	0	0	957291561		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	sat	3554	43249	13755	9708	2	false	false	false	17	50001	2	144	3410	28	137710	27510	431356800	0	0	1301668701		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	sat	3554	43249	13755	9708	2	false	false	false	17	50001	2	144	3410	32	137710	27510	563404800	0	0	1698865041		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	sat	643	7454	2105	1245	2	false	false	false	8	95	2	36	607	4								BLAST-ERROR: integer constant 95 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	sat	643	7454	2105	1245	2	false	false	false	8	95	2	36	607	8	23502	4210	5388800	0	0	16572987		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	sat	643	7454	2105	1245	2	false	false	false	8	95	2	36	607	12	23502	4210	12124800	0	0	36963903		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	sat	643	7454	2105	1245	2	false	false	false	8	95	2	36	607	16	23502	4210	21555200	0	0	65438019		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	sat	643	7454	2105	1245	2	false	false	false	8	95	2	36	607	20	23502	4210	33680000	0	0	101995335		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	sat	643	7454	2105	1245	2	false	false	false	8	95	2	36	607	24	23502	4210	48499200	0	0	146635851		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	sat	643	7454	2105	1245	2	false	false	false	8	95	2	36	607	28	23502	4210	66012800	0	0	199359567		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	sat	643	7454	2105	1245	2	false	false	false	8	95	2	36	607	32	23502	4210	86220800	0	0	260166483		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	537	22047	7	7	2	false	false	false	33	4294967295	33	2	535	4								BLAST-ERROR: integer constant 4294967295 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	537	22047	7	7	2	false	false	false	33	4294967295	33	2	535	8								BLAST-ERROR: integer constant 4294967295 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	537	22047	7	7	2	false	false	false	33	4294967295	33	2	535	12								BLAST-ERROR: integer constant 4294967295 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	537	22047	7	7	2	false	false	false	33	4294967295	33	2	535	16								BLAST-ERROR: integer constant 4294967295 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	537	22047	7	7	2	false	false	false	33	4294967295	33	2	535	20								BLAST-ERROR: integer constant 4294967295 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	537	22047	7	7	2	false	false	false	33	4294967295	33	2	535	24								BLAST-ERROR: integer constant 4294967295 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	537	22047	7	7	2	false	false	false	33	4294967295	33	2	535	28								BLAST-ERROR: integer constant 4294967295 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	537	22047	7	7	2	false	false	false	33	4294967295	33	2	535	32								BLAST-ERROR: integer constant 4294967295 does not fit in signed 32 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	259	3706	1203	867	2	false	false	false	17	50001	2	27	232	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	259	3706	1203	867	2	false	false	false	17	50001	2	27	232	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	259	3706	1203	867	2	false	false	false	17	50001	2	27	232	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	259	3706	1203	867	2	false	false	false	17	50001	2	27	232	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	259	3706	1203	867	2	false	false	false	17	50001	2	27	232	20	12360	2406	19248000	0	0	58244025		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	259	3706	1203	867	2	false	false	false	17	50001	2	27	232	24	12360	2406	27717120	0	0	83747169		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	259	3706	1203	867	2	false	false	false	17	50001	2	27	232	28	12360	2406	37726080	0	0	113869833		
