id	crate	file	line	test	generator	iterations	box	property	counterexample_class	concrete_instance	reachable	reason	method	notes	disposition
R458	axeyum-solver	crates/axeyum-solver/tests/qf_s_replace_fold_differential_fuzz.rs	299	generator_emits_full_literal_grammar	lcg	INSTANCES=700	INSTANCES=700; single var x; asserts 1..=2; haystack/result/needle = gen_literal 0..=3 chars via push_char (1/4 escapes {\u{0a},\u{61},\u{62},\u{ff}}, else {a,b} via below(2)); 3/4 of atoms use the absent needle "cd"; 1/3 negated	escape and > 0x7F coverage thresholds over the generated corpus	n/a (generator self-coverage check)	n/a	not-applicable	generator property	n/a		n/a
R459	axeyum-solver	crates/axeyum-solver/tests/qf_slia_length_lia_differential_fuzz.rs	317	qf_slia_length_lia_differential_fuzz_z3_disagree_zero/a	lcg	INSTANCES=800	INSTANCES=800; string vars 1..=3; int vars 0..=2; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3; length constants 0..=8 (1/4) / 9..=40 (3/4); atoms over =,<,<=,>,>= with a str.len on the left; assertions bare/not/or/and/=>; first assertion always a length atom; extra 1..=4	front-door verdict on length-coupled QF_SLIA == oracle verdict; sat via the 'a'-fill replay (z3)	str.len of a literal containing an escape (one code point, not UTF-8 bytes); negative length bound; over-cap length	(= (str.len "\u{ff}A") 2) ; (< (str.len s0) 0) ; (= (str.len s0) 40)	yes	gen_word arm 6/7 embeds gen_literal with push_char escapes (lines 75-85, 116-121); gen_len_term arm 4 yields a bare constant that can be 0 so (< (str.len w) 0) arises; 3/4 of constants exceed STRING_MAX_LEN	derived	LETTERS has 10 entries so below(10) is not parity-bound; mixed literals are normal here	n/a
R460	axeyum-solver	crates/axeyum-solver/tests/qf_slia_length_lia_differential_fuzz.rs	317	qf_slia_length_lia_differential_fuzz_z3_disagree_zero/b	lcg	INSTANCES=800	INSTANCES=800; string vars 1..=3; int vars 0..=2; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3; length constants 0..=8 (1/4) / 9..=40 (3/4); atoms over =,<,<=,>,>= with a str.len on the left; assertions bare/not/or/and/=>; first assertion always a length atom; extra 1..=4	front-door verdict on length-coupled QF_SLIA == oracle verdict; sat via the 'a'-fill replay (z3)	code point > 0xFF in a literal whose length feeds the LIA bridge	(= (str.len "\u{100}") 1)	no	push_char escapes are {\u{0a},\u{41},\u{ff}} (lines 78-80) and the doc says literals stay within 0..=0xff; a > 0xFF literal is rejected at parse time (SKIP) so it would not reach the route anyway	read		structural-open
R461	axeyum-solver	crates/axeyum-solver/tests/qf_slia_length_lia_differential_fuzz.rs	359	qf_slia_length_lia_differential_fuzz_cvc5_disagree_zero/a	lcg	INSTANCES=800	INSTANCES=800; string vars 1..=3; int vars 0..=2; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3; length constants 0..=8 (1/4) / 9..=40 (3/4); atoms over =,<,<=,>,>= with a str.len on the left; assertions bare/not/or/and/=>; first assertion always a length atom; extra 1..=4	front-door verdict on length-coupled QF_SLIA == oracle verdict; sat via the 'a'-fill replay (cvc5)	str.len of a literal containing an escape (one code point, not UTF-8 bytes); negative length bound; over-cap length	(= (str.len "\u{ff}A") 2) ; (< (str.len s0) 0) ; (= (str.len s0) 40)	yes	gen_word arm 6/7 embeds gen_literal with push_char escapes (lines 75-85, 116-121); gen_len_term arm 4 yields a bare constant that can be 0 so (< (str.len w) 0) arises; 3/4 of constants exceed STRING_MAX_LEN	derived	LETTERS has 10 entries so below(10) is not parity-bound; mixed literals are normal here	n/a
R462	axeyum-solver	crates/axeyum-solver/tests/qf_slia_length_lia_differential_fuzz.rs	359	qf_slia_length_lia_differential_fuzz_cvc5_disagree_zero/b	lcg	INSTANCES=800	INSTANCES=800; string vars 1..=3; int vars 0..=2; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3; length constants 0..=8 (1/4) / 9..=40 (3/4); atoms over =,<,<=,>,>= with a str.len on the left; assertions bare/not/or/and/=>; first assertion always a length atom; extra 1..=4	front-door verdict on length-coupled QF_SLIA == oracle verdict; sat via the 'a'-fill replay (cvc5)	code point > 0xFF in a literal whose length feeds the LIA bridge	(= (str.len "\u{100}") 1)	no	push_char escapes are {\u{0a},\u{41},\u{ff}} (lines 78-80) and the doc says literals stay within 0..=0xff; a > 0xFF literal is rejected at parse time (SKIP) so it would not reach the route anyway	read		structural-open
R463	axeyum-solver	crates/axeyum-solver/tests/qf_slia_length_lia_differential_fuzz.rs	371	generator_emits_full_literal_grammar	lcg	INSTANCES=800	INSTANCES=800; string vars 1..=3; int vars 0..=2; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3; length constants 0..=8 (1/4) / 9..=40 (3/4); atoms over =,<,<=,>,>= with a str.len on the left; assertions bare/not/or/and/=>; first assertion always a length atom; extra 1..=4	escape and > 0x7F coverage thresholds	n/a (generator self-coverage check)	n/a	not-applicable	generator property	n/a		n/a
R464	axeyum-solver	crates/axeyum-solver/tests/qf_slia_lex_order_differential_fuzz.rs	345	qf_slia_lex_order_differential_fuzz_z3_disagree_zero/a	lcg	INSTANCES=800	INSTANCES=800; vars 2..=4; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3 (nonempty 1..=3 in concat heads); words: literal/var/lit++var/var++lit/lit++lit; atoms str.<= / str.< and word equalities; 1/2 transitivity-chain template	front-door verdict on lex-order QF_SLIA == oracle verdict (z3)	str.< / str.<= between a string and its proper prefix; between equal strings; empty string; escape vs plain ordering (\u{0a} < "A" = \u{41} < \u{ff})	(str.< "A" "AB") ; (str.< s0 s0) ; (str.<= "" "A") ; (str.< "\u{ff}" "a") -> unsat	yes	gen_word arm 0 emits gen_literal (0..=3 chars) on both sides of gen_lex_atom and arm 1/2 the same variable on both sides; push_char mixes escapes into code-point order	read		n/a
R465	axeyum-solver	crates/axeyum-solver/tests/qf_slia_lex_order_differential_fuzz.rs	345	qf_slia_lex_order_differential_fuzz_z3_disagree_zero/b	lcg	INSTANCES=800	INSTANCES=800; vars 2..=4; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3 (nonempty 1..=3 in concat heads); words: literal/var/lit++var/var++lit/lit++lit; atoms str.<= / str.< and word equalities; 1/2 transitivity-chain template	front-door verdict on lex-order QF_SLIA == oracle verdict (z3)	code point > 0xFF in an ordered literal	(str.< "\u{ff}" "\u{100}")	no	push_char stays within \u{ff} (lines 86-97) and the doc records that > 0xFF literals are rejected at parse time by the ADR-0029 encoder (a route-bypassing SKIP)	read		structural-open
R466	axeyum-solver	crates/axeyum-solver/tests/qf_slia_lex_order_differential_fuzz.rs	388	qf_slia_lex_order_differential_fuzz_cvc5_disagree_zero/a	lcg	INSTANCES=800	INSTANCES=800; vars 2..=4; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3 (nonempty 1..=3 in concat heads); words: literal/var/lit++var/var++lit/lit++lit; atoms str.<= / str.< and word equalities; 1/2 transitivity-chain template	front-door verdict on lex-order QF_SLIA == oracle verdict (cvc5)	str.< / str.<= between a string and its proper prefix; between equal strings; empty string; escape vs plain ordering (\u{0a} < "A" = \u{41} < \u{ff})	(str.< "A" "AB") ; (str.< s0 s0) ; (str.<= "" "A") ; (str.< "\u{ff}" "a") -> unsat	yes	gen_word arm 0 emits gen_literal (0..=3 chars) on both sides of gen_lex_atom and arm 1/2 the same variable on both sides; push_char mixes escapes into code-point order	read		n/a
R467	axeyum-solver	crates/axeyum-solver/tests/qf_slia_lex_order_differential_fuzz.rs	388	qf_slia_lex_order_differential_fuzz_cvc5_disagree_zero/b	lcg	INSTANCES=800	INSTANCES=800; vars 2..=4; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3 (nonempty 1..=3 in concat heads); words: literal/var/lit++var/var++lit/lit++lit; atoms str.<= / str.< and word equalities; 1/2 transitivity-chain template	front-door verdict on lex-order QF_SLIA == oracle verdict (cvc5)	code point > 0xFF in an ordered literal	(str.< "\u{ff}" "\u{100}")	no	push_char stays within \u{ff} (lines 86-97) and the doc records that > 0xFF literals are rejected at parse time by the ADR-0029 encoder (a route-bypassing SKIP)	read		structural-open
R468	axeyum-solver	crates/axeyum-solver/tests/qf_slia_lex_order_differential_fuzz.rs	404	generator_emits_full_literal_grammar	lcg	INSTANCES=800	INSTANCES=800; vars 2..=4; LETTERS=b"ABCDEabcde" + 1/5 escapes {\u{0a},\u{41},\u{ff}}; literals 0..=3 (nonempty 1..=3 in concat heads); words: literal/var/lit++var/var++lit/lit++lit; atoms str.<= / str.< and word equalities; 1/2 transitivity-chain template	escape and > 0x7F coverage thresholds	n/a (generator self-coverage check)	n/a	not-applicable	generator property	n/a		n/a
R469	axeyum-solver	crates/axeyum-solver/tests/qf_uf_differential_fuzz.rs	301	qf_uf_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5 of lhs = rhs / lhs != rhs; terms depth <= 2 over {const 0..=3, var, f(t), g(t,t)} with head choice below(4) at depth>0 and below(2) at depth 0; ne flip; ops flip. MEASURED: only four atom shapes ever occur: `x = g(.,.)` 3375, `f(.) = g(.,.)` 1125, `c != f(.)` 375, `g(.,.) != f(.)` 375; ops alternate	no Sat/Unsat disagreement with z3; agree >= 750	UF congruence on equal-but-syntactically-different args (x = y and f(x) != f(y))	x = y and f(x) != f(y)	no	no `x = y` atom and no `f(s) != f(t)` atom is ever generated: the depth-2 head draw and its children's head draws are consecutive below(4)/below(2) draws on the period-4 low-bit cycle, collapsing the term language to the four shapes above	ran hits=0/1500 seed=0..1500	MMIX LCG: state = a*s+c mod 2^64 with a,c odd, so bit k has period 2^(k+1); below(2)/flip() strictly alternate with the draw index and below(4)/below(8) cycle with period 4/8. Any branch taken by a below(2^k) draw at a fixed draw offset is a fixed function of the seed's low bits, not random.	fixed-lcg-mix
R470	axeyum-solver	crates/axeyum-solver/tests/qf_uf_differential_fuzz.rs	301	qf_uf_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5 of lhs = rhs / lhs != rhs; terms depth <= 2 over {const 0..=3, var, f(t), g(t,t)} with head choice below(4) at depth>0 and below(2) at depth 0; ne flip; ops flip. MEASURED: only four atom shapes ever occur: `x = g(.,.)` 3375, `f(.) = g(.,.)` 1125, `c != f(.)` 375, `g(.,.) != f(.)` 375; ops alternate	no Sat/Unsat disagreement with z3; agree >= 750	UF nested application f(f(x))	f(f(x)) = c	no	two consecutive residue-2 (F) draws are impossible on the period-4 cycle	ran hits=0/1500 seed=0..1500		fixed-lcg-mix
R471	axeyum-solver	crates/axeyum-solver/tests/qf_uf_differential_fuzz.rs	301	qf_uf_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5 of lhs = rhs / lhs != rhs; terms depth <= 2 over {const 0..=3, var, f(t), g(t,t)} with head choice below(4) at depth>0 and below(2) at depth 0; ne flip; ops flip. MEASURED: only four atom shapes ever occur: `x = g(.,.)` 3375, `f(.) = g(.,.)` 1125, `c != f(.)` 375, `g(.,.) != f(.)` 375; ops alternate	no Sat/Unsat disagreement with z3; agree >= 750	UF arity 0 / arity >= 3	h(x,y,z)	no	f unary, g binary only (build at line 175-176)	read		structural-open
R472	axeyum-solver	crates/axeyum-solver/tests/qf_uf_differential_fuzz.rs	301	qf_uf_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5 of lhs = rhs / lhs != rhs; terms depth <= 2 over {const 0..=3, var, f(t), g(t,t)} with head choice below(4) at depth>0 and below(2) at depth 0; ne flip; ops flip. MEASURED: only four atom shapes ever occur: `x = g(.,.)` 3375, `f(.) = g(.,.)` 1125, `c != f(.)` 375, `g(.,.) != f(.)` 375; ops alternate	no Sat/Unsat disagreement with z3; agree >= 750	UF disequality chain forcing a domain larger than a bound	x!=y, y!=z, x!=z	not-applicable	Int carrier and a congruence-closure route with no finite-model bound; the only admission bound (MAX_ACKERMANN_CONGRUENCE_PAIRS=64) yields a decline not a verdict	n/a		n/a
R473	axeyum-solver	crates/axeyum-solver/tests/qf_uf_differential_fuzz.rs	637	qf_uf_ite_uninterpreted_sort_fuzz_disagree_zero	lcg	ITE_INSTANCES=1500 (Lcg::new(seed ^ 0xA5A5_A5A5))	U-sorted vars 2..=3; Bool condition symbols 2..=3; atoms 2..=4; terms depth <= 2 over {var, h(t), ite(cond, t, t)} with head below(3); cond negated with prob 1/3; ne flip; ops flip	no Sat/Unsat disagreement with z3; agree >= 375	UF congruence x = y and h(x) != h(y)	x = y and h(x) != h(y)	no	no instance contains both a var-var equality and an h(x)!=h(y) over the same pair	ran hits=0/1500 seed=0..1500	term heads use below(3) so the language is richer than the pure-EUF sweep, but the pair still never co-occurs	fixed-lcg-mix
R474	axeyum-solver	crates/axeyum-solver/tests/qf_uf_differential_fuzz.rs	637	qf_uf_ite_uninterpreted_sort_fuzz_disagree_zero	lcg	ITE_INSTANCES=1500 (Lcg::new(seed ^ 0xA5A5_A5A5))	U-sorted vars 2..=3; Bool condition symbols 2..=3; atoms 2..=4; terms depth <= 2 over {var, h(t), ite(cond, t, t)} with head below(3); cond negated with prob 1/3; ne flip; ops flip	no Sat/Unsat disagreement with z3; agree >= 375	UF nested application h(h(x))	h(h(x)) = y	yes		ran hits=748/1500 seed=0..1500		n/a
R475	axeyum-solver	crates/axeyum-solver/tests/qf_uf_differential_fuzz.rs	637	qf_uf_ite_uninterpreted_sort_fuzz_disagree_zero	lcg	ITE_INSTANCES=1500 (Lcg::new(seed ^ 0xA5A5_A5A5))	U-sorted vars 2..=3; Bool condition symbols 2..=3; atoms 2..=4; terms depth <= 2 over {var, h(t), ite(cond, t, t)} with head below(3); cond negated with prob 1/3; ne flip; ops flip	no Sat/Unsat disagreement with z3; agree >= 375	UF disequality chain forcing >= 3 distinct U elements (domain-size sensitivity of model assembly)	x != y and y != z and x != z under and	no	var-var disequalities appear in only 56/1500 instances and never three pairwise ones under a conjunction; the assembled U-sort model is never forced beyond two elements	ran hits=0/1500 seed=0..1500		structural-open
R476	axeyum-solver	crates/axeyum-solver/tests/qf_uf_differential_fuzz.rs	637	qf_uf_ite_uninterpreted_sort_fuzz_disagree_zero	lcg	ITE_INSTANCES=1500 (Lcg::new(seed ^ 0xA5A5_A5A5))	U-sorted vars 2..=3; Bool condition symbols 2..=3; atoms 2..=4; terms depth <= 2 over {var, h(t), ite(cond, t, t)} with head below(3); cond negated with prob 1/3; ne flip; ops flip	no Sat/Unsat disagreement with z3; agree >= 375	UF arity 0 / arity >= 3	k(x,y,z)	no	only h: U -> U	read		structural-open
R477	axeyum-solver	crates/axeyum-solver/tests/qf_uflra_differential_fuzz.rs	402	qf_uflra_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5; Arith (1/2): 1..=3 terms coeff -3..=3 over base x_i | f(x_i), const -3..=3, cmp uniform over 6; Eq (1/2): base = base with ne flip (doc); ops flip. MEASURED: every Eq atom is `x_i != x_j` between BARE variables (4185/4185 ne=True, both unapplied; 3401 of them x != x); f occurs only inside Arith sums; ops alternate	no Sat/Unsat disagreement with z3; agree >= 500	UF congruence on equal-but-syntactically-different args (x = y derived, f(x) != f(y))	x - y = 0 and f(x) != f(y)	no	Base::pick draws (var, applied=flip) as consecutive draws and the Eq atom draws lhs, rhs, ne consecutively, so applied is fixed False for both sides and ne fixed True: the Eq atom is always `x_i != x_j`; `f(x) = f(y)` / `f(x) != f(y)` never appear and f enters only as a summand (f_inside_arith 750/1500)	ran hits=0/1500 seed=0..1500	MMIX LCG: state = a*s+c mod 2^64 with a,c odd, so bit k has period 2^(k+1); below(2)/flip() strictly alternate with the draw index and below(4)/below(8) cycle with period 4/8. Any branch taken by a below(2^k) draw at a fixed draw offset is a fixed function of the seed's low bits, not random. The module doc calls the Eq atom `the congruence handle`; the Nelson-Oppen interface equality is never forced by the sweep.	fixed-lcg-mix
R478	axeyum-solver	crates/axeyum-solver/tests/qf_uflra_differential_fuzz.rs	402	qf_uflra_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5; Arith (1/2): 1..=3 terms coeff -3..=3 over base x_i | f(x_i), const -3..=3, cmp uniform over 6; Eq (1/2): base = base with ne flip (doc); ops flip. MEASURED: every Eq atom is `x_i != x_j` between BARE variables (4185/4185 ne=True, both unapplied; 3401 of them x != x); f occurs only inside Arith sums; ops alternate	no Sat/Unsat disagreement with z3; agree >= 500	UF arity 0 / arity >= 3	g(x,y,z)	no	only `f: Real -> Real` is declared (line 293)	read		structural-open
R479	axeyum-solver	crates/axeyum-solver/tests/qf_uflra_differential_fuzz.rs	402	qf_uflra_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5; Arith (1/2): 1..=3 terms coeff -3..=3 over base x_i | f(x_i), const -3..=3, cmp uniform over 6; Eq (1/2): base = base with ne flip (doc); ops flip. MEASURED: every Eq atom is `x_i != x_j` between BARE variables (4185/4185 ne=True, both unapplied; 3401 of them x != x); f occurs only inside Arith sums; ops alternate	no Sat/Unsat disagreement with z3; agree >= 500	UF nested application f(f(x))	f(f(x)) > 0	no	Base is `x_i` or `f(x_i)` (lines 118-121); no nesting	read		structural-open
R480	axeyum-solver	crates/axeyum-solver/tests/qf_uflra_differential_fuzz.rs	402	qf_uflra_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5; Arith (1/2): 1..=3 terms coeff -3..=3 over base x_i | f(x_i), const -3..=3, cmp uniform over 6; Eq (1/2): base = base with ne flip (doc); ops flip. MEASURED: every Eq atom is `x_i != x_j` between BARE variables (4185/4185 ne=True, both unapplied; 3401 of them x != x); f occurs only inside Arith sums; ops alternate	no Sat/Unsat disagreement with z3; agree >= 500	UF disequality chain forcing a domain larger than a model-finder bound	x!=y, y!=z, x!=z	not-applicable	Real carrier: no finite domain bound	n/a		n/a
R481	axeyum-solver	crates/axeyum-solver/tests/qf_uflra_differential_fuzz.rs	402	qf_uflra_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5; Arith (1/2): 1..=3 terms coeff -3..=3 over base x_i | f(x_i), const -3..=3, cmp uniform over 6; Eq (1/2): base = base with ne flip (doc); ops flip. MEASURED: every Eq atom is `x_i != x_j` between BARE variables (4185/4185 ne=True, both unapplied; 3401 of them x != x); f occurs only inside Arith sums; ops alternate	no Sat/Unsat disagreement with z3; agree >= 500	LRA strict inequality needing an infinitesimal	2*x + f(y) > 0	yes	Arith has no negation and cmp includes < and >	ran hits=178/1500 seed=0..1500		n/a
R482	axeyum-solver	crates/axeyum-solver/tests/qf_uflra_differential_fuzz.rs	402	qf_uflra_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5; Arith (1/2): 1..=3 terms coeff -3..=3 over base x_i | f(x_i), const -3..=3, cmp uniform over 6; Eq (1/2): base = base with ne flip (doc); ops flip. MEASURED: every Eq atom is `x_i != x_j` between BARE variables (4185/4185 ne=True, both unapplied; 3401 of them x != x); f occurs only inside Arith sums; ops alternate	no Sat/Unsat disagreement with z3; agree >= 500	LRA equalities-only conjunction	x + y = 0 and f(x) - 1 = 0 (all atoms Eq, all ops and)	yes		ran hits=4/1500 seed=0..1500	only 39/1500 instances have all ops = and	n/a
R483	axeyum-solver	crates/axeyum-solver/tests/qf_uflra_differential_fuzz.rs	402	qf_uflra_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5; Arith (1/2): 1..=3 terms coeff -3..=3 over base x_i | f(x_i), const -3..=3, cmp uniform over 6; Eq (1/2): base = base with ne flip (doc); ops flip. MEASURED: every Eq atom is `x_i != x_j` between BARE variables (4185/4185 ne=True, both unapplied; 3401 of them x != x); f occurs only inside Arith sums; ops alternate	no Sat/Unsat disagreement with z3; agree >= 500	LRA zero-coefficient row	0*x + 0*f(y) + 1 <= 0	yes		ran hits=60/1500 seed=0..1500		n/a
R484	axeyum-solver	crates/axeyum-solver/tests/qf_uflra_differential_fuzz.rs	402	qf_uflra_differential_fuzz_disagree_zero	lcg	INSTANCES=1500 (Lcg::new(seed))	vars 2..=3; atoms 2..=5; Arith (1/2): 1..=3 terms coeff -3..=3 over base x_i | f(x_i), const -3..=3, cmp uniform over 6; Eq (1/2): base = base with ne flip (doc); ops flip. MEASURED: every Eq atom is `x_i != x_j` between BARE variables (4185/4185 ne=True, both unapplied; 3401 of them x != x); f occurs only inside Arith sums; ops alternate	no Sat/Unsat disagreement with z3; agree >= 500	LRA degenerate tie / unbounded direction / infeasible bound pair	x - 1 <= 0 and x - 2 >= 0	yes	coeff -3..=3 and const -3..=3 with 1..=3 terms allow single-variable bounds, duplicate rows and unbounded rays	derived		n/a
R485	axeyum-solver	crates/axeyum-solver/tests/qf_ufnra_differential_fuzz.rs	482	qf_ufnra_differential_fuzz_disagree_zero	lcg	INSTANCES=700 (Lcg::new(seed))	vars 2..=3; atoms 2..=4; Eq (1/4): factor = factor with ne flip (doc); Poly: 1..=3 monomials (1/3 squares of one factor) coeff -2..=2, degree 1..=3 over factors {x_i (1/2), f(x_i) (1/4), g(x_i,x_j) (1/4)}; 1/4 atoms push one extra f(x_i) FACTOR into monomial 0; const -3..=3; cmp uniform over 6. MEASURED: every Eq atom is `g(x_i,x_j) = x_k` (698/698, ne=False); after a Var factor the next factor is never a Var	no Sat/Unsat disagreement with z3; agree >= 30	UF nested application f(g(x)) / f(f(x))	f(g(x,y)) > 0	no	the `nested` branch (lines 254-258) does `monomials[0].factors.push(Factor::FUnary(..))`, i.e. multiplies by f(x_i); Factor has no nested variant; f and g are applied only to variables	read	module doc line 16 claims `nested f(g(x))`	structural-open
R486	axeyum-solver	crates/axeyum-solver/tests/qf_ufnra_differential_fuzz.rs	482	qf_ufnra_differential_fuzz_disagree_zero	lcg	INSTANCES=700 (Lcg::new(seed))	vars 2..=3; atoms 2..=4; Eq (1/4): factor = factor with ne flip (doc); Poly: 1..=3 monomials (1/3 squares of one factor) coeff -2..=2, degree 1..=3 over factors {x_i (1/2), f(x_i) (1/4), g(x_i,x_j) (1/4)}; 1/4 atoms push one extra f(x_i) FACTOR into monomial 0; const -3..=3; cmp uniform over 6. MEASURED: every Eq atom is `g(x_i,x_j) = x_k` (698/698, ne=False); after a Var factor the next factor is never a Var	no Sat/Unsat disagreement with z3; agree >= 30	UF congruence x = y with f(x) != f(y)	x = y and f(x) != f(y)	no	Eq atoms are always `g(x_i,x_j) = x_k` with ne=False: Factor::pick's below(4) and the two Factor::pick calls plus the ne flip are parity-locked	ran hits=0/700 seed=0..700	MMIX LCG: state = a*s+c mod 2^64 with a,c odd, so bit k has period 2^(k+1); below(2)/flip() strictly alternate with the draw index and below(4)/below(8) cycle with period 4/8. Any branch taken by a below(2^k) draw at a fixed draw offset is a fixed function of the seed's low bits, not random. doc line 17 claims `repeated f on congruence-equal arguments`	fixed-lcg-mix
R487	axeyum-solver	crates/axeyum-solver/tests/qf_ufnra_differential_fuzz.rs	482	qf_ufnra_differential_fuzz_disagree_zero	lcg	INSTANCES=700 (Lcg::new(seed))	vars 2..=3; atoms 2..=4; Eq (1/4): factor = factor with ne flip (doc); Poly: 1..=3 monomials (1/3 squares of one factor) coeff -2..=2, degree 1..=3 over factors {x_i (1/2), f(x_i) (1/4), g(x_i,x_j) (1/4)}; 1/4 atoms push one extra f(x_i) FACTOR into monomial 0; const -3..=3; cmp uniform over 6. MEASURED: every Eq atom is `g(x_i,x_j) = x_k` (698/698, ne=False); after a Var factor the next factor is never a Var	no Sat/Unsat disagreement with z3; agree >= 30	UF arity 0 / arity >= 3	h(x,y,z)	no	f unary and g binary only	read		structural-open
R488	axeyum-solver	crates/axeyum-solver/tests/qf_ufnra_differential_fuzz.rs	482	qf_ufnra_differential_fuzz_disagree_zero	lcg	INSTANCES=700 (Lcg::new(seed))	vars 2..=3; atoms 2..=4; Eq (1/4): factor = factor with ne flip (doc); Poly: 1..=3 monomials (1/3 squares of one factor) coeff -2..=2, degree 1..=3 over factors {x_i (1/2), f(x_i) (1/4), g(x_i,x_j) (1/4)}; 1/4 atoms push one extra f(x_i) FACTOR into monomial 0; const -3..=3; cmp uniform over 6. MEASURED: every Eq atom is `g(x_i,x_j) = x_k` (698/698, ne=False); after a Var factor the next factor is never a Var	no Sat/Unsat disagreement with z3; agree >= 30	NRA product of two DISTINCT variables	x*y + 1 = 0	no	Factor::pick consumes 2 draws for Var (below(4) then below(nv)), so the next pick's below(4) residue is shifted by 2 on the period-4 cycle: a Var factor is always followed by an F or G factor; x*y never occurs (x*x only via `square`)	ran hits=0/700 seed=0..700	the product-of-variables NRA core is exercised only through f/g-bearing monomials	fixed-lcg-mix
R489	axeyum-solver	crates/axeyum-solver/tests/qf_ufnra_differential_fuzz.rs	482	qf_ufnra_differential_fuzz_disagree_zero	lcg	INSTANCES=700 (Lcg::new(seed))	vars 2..=3; atoms 2..=4; Eq (1/4): factor = factor with ne flip (doc); Poly: 1..=3 monomials (1/3 squares of one factor) coeff -2..=2, degree 1..=3 over factors {x_i (1/2), f(x_i) (1/4), g(x_i,x_j) (1/4)}; 1/4 atoms push one extra f(x_i) FACTOR into monomial 0; const -3..=3; cmp uniform over 6. MEASURED: every Eq atom is `g(x_i,x_j) = x_k` (698/698, ne=False); after a Var factor the next factor is never a Var	no Sat/Unsat disagreement with z3; agree >= 30	NRA square with negative RHS (x*x = -1) and irrational root (x*x = 2)	1*x*x + 1 = 0	no	x*x squares exist (241 instances) but never as a lone monomial under Eq with the required constant	ran hits=0/700 seed=0..700	f(x)*f(x) squares 228 instances	fixed-lcg-mix
R490	axeyum-solver	crates/axeyum-solver/tests/qf_ufnra_differential_fuzz.rs	482	qf_ufnra_differential_fuzz_disagree_zero	lcg	INSTANCES=700 (Lcg::new(seed))	vars 2..=3; atoms 2..=4; Eq (1/4): factor = factor with ne flip (doc); Poly: 1..=3 monomials (1/3 squares of one factor) coeff -2..=2, degree 1..=3 over factors {x_i (1/2), f(x_i) (1/4), g(x_i,x_j) (1/4)}; 1/4 atoms push one extra f(x_i) FACTOR into monomial 0; const -3..=3; cmp uniform over 6. MEASURED: every Eq atom is `g(x_i,x_j) = x_k` (698/698, ne=False); after a Var factor the next factor is never a Var	no Sat/Unsat disagreement with z3; agree >= 30	NRA cube / product of three variables	x*x*x or x*y*z	no	three consecutive Var factors are impossible (previous row); the only cubes are f(x)^3 (26 instances) formed by the pushed extra factor on an f(x)*f(x) square	ran hits=0/700 seed=0..700 (cube of any factor 26, all f(x)^3)		fixed-lcg-mix
