fact_id	route	curation	language	subject	n_evidence	n_checkers	checker_fanout_min	checker_fanout_max	kernel_theorem	per_theorem_footprint	env_footprint	circularity	semantic_falsification	mutation_control	independent_replay	coverage_bearing_checker	protection_count	exact_statement	subject_guessed	coverage_by_guess_only	checkers_multi	checkers_name_producer
F:nat-pow-zero	kernel-lean	generated-unreviewed	lean4	Nat.pow_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-pow2-geom-sum	kernel-lean	generated-unreviewed	lean4	Nat.pow2_geom_sum	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-pred-le-pred	kernel-lean	generated-unreviewed	lean4	Nat.pred_le_pred	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-pred-le	kernel-lean	generated-unreviewed	lean4	Nat.pred_le	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-pred-succ	kernel-lean	generated-unreviewed	lean4	Nat.pred_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-pred-zero	kernel-lean	generated-unreviewed	lean4	Nat.pred_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-prime-dvd-choose	kernel-lean	-	lean4	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:nat-prodrange-succ	kernel-lean	generated-unreviewed	lean4	Nat.prodRange_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-prodrange-zero	kernel-lean	generated-unreviewed	lean4	Nat.prodRange_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-prodrangeif-congr-lt	kernel-lean	generated-unreviewed	lean4	Nat.prodRangeIf_congr_lt	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-prodrangeif-succ	kernel-lean	generated-unreviewed	lean4	Nat.prodRangeIf_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-prodrangeif-zero	kernel-lean	generated-unreviewed	lean4	Nat.prodRangeIf_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-restrict-injective	kernel-lean	generated-unreviewed	lean4	Nat.restrict_injective	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-restrict-maps-into	kernel-lean	generated-unreviewed	lean4	Nat.restrict_maps_into	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-restrict-pair-injective	kernel-lean	generated-unreviewed	lean4	Nat.restrict_pair_injective	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-restrict-pair-maps-into	kernel-lean	generated-unreviewed	lean4	Nat.restrict_pair_maps_into	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-right-distrib	kernel-lean	-	lean4	Nat.right_distrib	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	Nat.right_distrib	no	no	no
F:nat-setcompl-inter	kernel-lean	generated-unreviewed	lean4	Nat.setCompl_inter	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setcompl-involutive	kernel-lean	generated-unreviewed	lean4	Nat.setCompl_involutive	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setcompl-union	kernel-lean	generated-unreviewed	lean4	Nat.setCompl_union	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setdiff-eq-inter-compl	kernel-lean	generated-unreviewed	lean4	Nat.setDiff_eq_inter_compl	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setinter-absorb	kernel-lean	generated-unreviewed	lean4	Nat.setInter_absorb	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setinter-assoc	kernel-lean	generated-unreviewed	lean4	Nat.setInter_assoc	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setinter-comm	kernel-lean	generated-unreviewed	lean4	Nat.setInter_comm	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setinter-idem	kernel-lean	generated-unreviewed	lean4	Nat.setInter_idem	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setinter-union-distrib	kernel-lean	generated-unreviewed	lean4	Nat.setInter_union_distrib	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setunion-absorb	kernel-lean	generated-unreviewed	lean4	Nat.setUnion_absorb	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setunion-assoc	kernel-lean	generated-unreviewed	lean4	Nat.setUnion_assoc	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setunion-comm	kernel-lean	generated-unreviewed	lean4	Nat.setUnion_comm	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setunion-idem	kernel-lean	generated-unreviewed	lean4	Nat.setUnion_idem	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-setunion-inter-distrib	kernel-lean	generated-unreviewed	lean4	Nat.setUnion_inter_distrib	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-size-aux-lt-pow	kernel-lean	generated-unreviewed	lean4	Nat.size_aux_lt_pow	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-size-zero	kernel-lean	generated-unreviewed	lean4	Nat.size_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sqrt-one	kernel-lean	-	lean4	Nat.sqrt_one	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-sqrt-zero	kernel-lean	-	lean4	Nat.sqrt_zero	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-sub-add-cancel	kernel-lean	-	lean4	Nat.sub_add_cancel	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	Nat.sub_add_cancel	no	no	no
F:nat-sub-eq-zero-of-le	kernel-lean	generated-unreviewed	lean4	Nat.sub_eq_zero_of_le	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sub-le-iff-le-add	kernel-lean	generated-unreviewed	lean4	Nat.sub_le_iff_le_add	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sub-le	kernel-lean	generated-unreviewed	lean4	Nat.sub_le	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sub-lt	kernel-lean	generated-unreviewed	lean4	Nat.sub_lt	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sub-self	kernel-lean	-	lean4	Nat.sub_self	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	Nat.sub_self	no	no	no
F:nat-sub-succ	kernel-lean	generated-unreviewed	lean4	Nat.sub_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sub-zero	kernel-lean	generated-unreviewed	lean4	Nat.sub_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-subset-antisymm	kernel-lean	generated-unreviewed	lean4	Nat.subset_antisymm	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-subset-inter-left	kernel-lean	generated-unreviewed	lean4	Nat.subset_inter_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-subset-refl	kernel-lean	generated-unreviewed	lean4	Nat.subset_refl	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-subset-trans	kernel-lean	generated-unreviewed	lean4	Nat.subset_trans	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-subset-union-left	kernel-lean	generated-unreviewed	lean4	Nat.subset_union_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-succ-add	kernel-lean	-	lean4	Nat.succ_add	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	no	no
F:nat-succ-injective	kernel-lean	generated-unreviewed	lean4	Nat.succ_injective	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-succ-le-succ	kernel-lean	generated-unreviewed	lean4	Nat.succ_le_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-succ-mul-choose-eq	kernel-lean	generated-unreviewed	lean4	Nat.succ_mul_choose_eq	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-succ-mul	kernel-lean	-	lean4	Nat.succ_mul	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	Nat.succ_mul	no	no	no
F:nat-succ-ne-zero	kernel-lean	generated-unreviewed	lean4	Nat.succ_ne_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-succ-pred-of-pos	kernel-lean	generated-unreviewed	lean4	Nat.succ_pred_of_pos	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-succ-sub-of-le	kernel-lean	generated-unreviewed	lean4	Nat.succ_sub_of_le	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-succ-sub-succ-eq-sub	kernel-lean	generated-unreviewed	lean4	Nat.succ_sub_succ_eq_sub	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-succ-sub-succ	kernel-lean	-	lean4	Nat.succ_sub_succ	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	Nat.succ_sub_succ	no	no	no
F:nat-sum-choose-row	kernel-lean	generated-unreviewed	lean4	Nat.sum_choose_row	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sum-choose-sq	kernel-lean	generated-unreviewed	lean4	Nat.sum_choose_sq	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sum-fib	kernel-lean	generated-unreviewed	lean4	Nat.sum_fib	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sum-testbit-eq	kernel-lean	generated-unreviewed	lean4	Nat.sum_testBit_eq	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sum-testbit-lt	kernel-lean	generated-unreviewed	lean4	Nat.sum_testBit_lt	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumdivisors-one	kernel-lean	generated-unreviewed	lean4	Nat.sumDivisors_one	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumdivisors-prime	kernel-lean	generated-unreviewed	lean4	Nat.sumDivisors_prime	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumdivisors-two-pow-eq-geom-sum	kernel-lean	generated-unreviewed	lean4	Nat.sumDivisors_two_pow_eq_geom_sum	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumdivisors-two-pow	kernel-lean	generated-unreviewed	lean4	Nat.sumDivisors_two_pow	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-add	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_add	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-congr-lt	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_congr_lt	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-congr	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_congr	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-diagonal	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_diagonal	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-rect-eq-diag-add-corner	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_rect_eq_diag_add_corner	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-shiftfront	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_shiftFront	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-split	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_split	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-succ	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-sumrange-zero	kernel-lean	generated-unreviewed	lean4	Nat.sumRange_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-symmetric-group-isgrouponfn	kernel-lean	generated-unreviewed	lean4	Nat.symmetric_group_isGroupOnFn	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-testbit-eq-zero-of-lt	kernel-lean	-	lean4	Nat.testBit_eq_zero_of_lt	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-testbit-le-one	kernel-lean	generated-unreviewed	lean4	Nat.testBit_le_one	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-testbit-succ	kernel-lean	generated-unreviewed	lean4	Nat.testBit_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-testbit-xor	kernel-lean	-	lean4	Nat.testBit_xor	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-testbit-zero	kernel-lean	generated-unreviewed	lean4	Nat.testBit_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-totient-dvd-totient-mul-prime	kernel-lean	-	lean4	Nat.totient_dvd_totient_mul_prime	3	3	1	281	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	yes	no
F:nat-totient-mul-of-coprime	kernel-lean	-	lean4	Nat.totient_mul_of_coprime	3	3	1	281	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	yes	no
F:nat-totient-mul-of-dvd	kernel-lean	-	lean4	Nat.totient_mul_of_dvd	3	3	1	281	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	yes	no
F:nat-totient-prime-pow	kernel-lean	-	lean4	Nat.totient_prime_pow	3	3	1	281	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	yes	no
F:nat-totient-prime	kernel-lean	generated-unreviewed	lean4	Nat.totient_prime	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-transposition-injective	kernel-lean	generated-unreviewed	lean4	Nat.transposition_injective	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-transposition-involutive	kernel-lean	generated-unreviewed	lean4	Nat.transposition_involutive	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-transposition-maps-into	kernel-lean	generated-unreviewed	lean4	Nat.transposition_maps_into	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-two-le-succ-or-eq-one	kernel-lean	generated-unreviewed	lean4	Nat.two_le_succ_or_eq_one	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-union-eq-right-of-subset	kernel-lean	generated-unreviewed	lean4	Nat.union_eq_right_of_subset	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-valuation-at-two-mul-sq	kernel-lean	generated-unreviewed	lean4	Nat.valuation_at_two_mul_sq	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-xor-assoc	kernel-lean	-	lean4	Nat.xor_assoc	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-xor-ne-zero-iff	kernel-lean	-	lean4	Nat.xor_ne_zero_iff	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-xor-xor-cancel-left	kernel-lean	-	lean4	Nat.xor_xor_cancel_left	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-xor-xor-cancel-right	kernel-lean	-	lean4	Nat.xor_xor_cancel_right	3	3	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:nat-zero-add	kernel-lean	-	lean4	Nat.zero_add	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	no	no
F:nat-zero-choose-succ	kernel-lean	-	lean4	Nat.zero_choose_succ	2	2	1	1	yes	yes	no	no	no	no	no	yes	3	yes	Nat.zero_choose_succ	no	no	no
F:nat-zero-div	kernel-lean	generated-unreviewed	lean4	Nat.zero_div	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-zero-le	kernel-lean	-	lean4	Nat.zero_le	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	no	no
F:nat-zero-lt-of-ne-zero	kernel-lean	generated-unreviewed	lean4	Nat.zero_lt_of_ne_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-zero-lt-succ	kernel-lean	generated-unreviewed	lean4	Nat.zero_lt_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-zero-mod	kernel-lean	generated-unreviewed	lean4	Nat.zero_mod	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nat-zero-mul	kernel-lean	-	lean4	Nat.zero_mul	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	no	no
F:nat-zero-of-testbit-eq-zero	kernel-lean	-	lean4	Nat.zero_of_testBit_eq_zero	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:natdivsucc-antitone-over-constructed-rationals	kernel-lean	-	lean4	-	2	2	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:no-integer-square-is-minus-one	smt-term-level	-	smtlib2	-	1	1	1	1	no	no	no	no	yes	no	no	no	1	yes	-	no	yes	no
F:no-self-negating-proposition	smt-term-level	-	smtlib2	-	1	1	1	1	no	no	no	no	yes	no	no	no	1	yes	-	no	yes	yes
F:not-not-imp	kernel-lean	generated-unreviewed	lean4	not_not_imp	2	2	1	8	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:not-not-not-intro	kernel-lean	generated-unreviewed	lean4	not_not_not_intro	2	2	1	8	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:nra-refutations-reconstruct-over-constructed-reals	kernel-lean	-	smtlib2	-	2	2	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	no	no
F:or-resolve-right	kernel-lean	generated-unreviewed	lean4	Or.resolve_right	2	2	1	8	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:ordered-ring-farkas-refutation	kernel-lean	-	lean4	-	4	4	1	1	no	no	no	no	no	no	yes	no	1	yes	-	no	yes	no
F:ordered-ring-interface-is-the-same-over-the-axiom-free-integers	kernel-lean	-	lean4	-	3	3	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	no	no
F:orders-candidate-keys-and-normal-forms	search-certificate	-	smtlib2	-	3	3	1	4	no	no	no	no	yes	yes	no	no	2	yes	-	no	yes	no
F:orders-fd-implication-certified	search-certificate	-	smtlib2	-	3	3	1	4	no	no	no	no	yes	yes	no	no	2	yes	-	no	yes	no
F:peirce-law	smt-term-level	-	smtlib2	-	1	1	1	1	no	no	no	no	yes	no	no	no	1	yes	-	no	yes	yes
F:prodrange-collapses-under-a-fixed-point-free-involution	kernel-lean	-	lean4	-	2	2	1	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:prop-excluded-middle-classical	imported-kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	no	no	no	yes	no	2	yes	Classical.em	no	yes	no
F:qf-nia-univariate-unsat-is-certified	smt-term-level	-	smtlib2	-	3	3	1	1	no	no	no	no	yes	no	no	no	1	yes	-	no	no	no
F:quantifier-negation-duality	smt-term-level	-	smtlib2	-	1	1	1	1	no	no	no	no	yes	no	no	no	1	yes	-	no	yes	yes
F:rat-abs-add	kernel-lean	generated-unreviewed	lean4	Rat.abs_add	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-abs-le-of-le-of-neg-le	kernel-lean	generated-unreviewed	lean4	Rat.abs_le_of_le_of_neg_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-abs-mul	kernel-lean	generated-unreviewed	lean4	Rat.abs_mul	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-abs-neg	kernel-lean	generated-unreviewed	lean4	Rat.abs_neg	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-abs-nonneg	kernel-lean	generated-unreviewed	lean4	Rat.abs_nonneg	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-abs-sub-comm	kernel-lean	generated-unreviewed	lean4	Rat.abs_sub_comm	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-abs-zero	kernel-lean	generated-unreviewed	lean4	Rat.abs_zero	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-add-assoc	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.add_assoc	yes	yes	no
F:rat-add-comm	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.add_comm	yes	yes	no
F:rat-add-cross	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.add_cross	yes	yes	yes
F:rat-add-le-add	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.add_le_add	yes	yes	no
F:rat-add-lt-add-of-le-of-lt	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.add_lt_add_of_le_of_lt	yes	yes	yes
F:rat-add-neg-inverse	kernel-lean	-	lean4	-	2	2	1	43	no	no	yes	no	no	no	no	no	1	yes	-	no	no	no
F:rat-add-neg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.add_neg	yes	yes	no
F:rat-add-nonneg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.add_nonneg	yes	yes	yes
F:rat-add-sub-cancel-left	kernel-lean	generated-unreviewed	lean4	Rat.add_sub_cancel_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-add-zero	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.add_zero	yes	yes	no
F:rat-bernoulli-harmonic-bound	kernel-lean	generated-unreviewed	lean4	Rat.bernoulli_harmonic_bound	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-bernoulli-law-of-large-numbers	kernel-lean	generated-unreviewed	lean4	Rat.bernoulli_law_of_large_numbers	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-bernoulli	kernel-lean	generated-unreviewed	lean4	Rat.bernoulli	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-ble-eq-true-of-le	kernel-lean	generated-unreviewed	lean4	Rat.ble_eq_true_of_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-ble-refl	kernel-lean	generated-unreviewed	lean4	Rat.ble_refl	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-ble-total	kernel-lean	generated-unreviewed	lean4	Rat.ble_total	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-ble-trans	kernel-lean	generated-unreviewed	lean4	Rat.ble_trans	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-bounds-add	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.bounds_add	yes	yes	no
F:rat-bounds-mul	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.bounds_mul	yes	yes	no
F:rat-bounds-neg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.bounds_neg	yes	yes	no
F:rat-bounds-num	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.bounds_num	yes	yes	yes
F:rat-chebyshev-inequality	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.chebyshev_inequality	yes	yes	no
F:rat-chebyshev-samplemean-uncorrelated	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.chebyshev_sampleMean_uncorrelated	yes	yes	yes
F:rat-covariance-add-right	kernel-lean	generated-unreviewed	lean4	Rat.covariance_add_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-covariance-comm	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.covariance_comm	yes	yes	yes
F:rat-covariance-smul-left	kernel-lean	generated-unreviewed	lean4	Rat.covariance_smul_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-covariance-sq-le-variance-mul-of-pos	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.covariance_sq_le_variance_mul_of_pos	yes	yes	yes
F:rat-covariance-sq-le-variance-mul-of-zero-zero	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.covariance_sq_le_variance_mul_of_zero_zero	yes	yes	yes
F:rat-covariance-sq-le-variance-mul	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.covariance_sq_le_variance_mul	yes	yes	no
F:rat-covariance-sumvars-left	kernel-lean	generated-unreviewed	lean4	Rat.covariance_sumVars_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-covariance-sumvars	kernel-lean	generated-unreviewed	lean4	Rat.covariance_sumVars	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-cramer-two-unique-x	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.cramer_two_unique_x	yes	yes	no
